ticker,cik_str,title
WHG,0001165002,WESTWOOD HOLDINGS GROUP INC
WHLR,0001527541,"Wheeler Real Estate Investment Trust, Inc."
WHLRP,0001527541,"Wheeler Real Estate Investment Trust, Inc."
WHR,0000106640,WHIRLPOOL CORP /DE/
WILC,0001030997,G WILLI FOOD INTERNATIONAL LTD
WINA,0000908315,WINMARK CORP
WING,0001636222,Wingstop Inc.
WIT,0001123799,WIPRO LTD
WIX,0001576789,Wix.com Ltd.
WK,0001445305,WORKIVA INC
WKHS,0001425287,Workhorse Group Inc.
WLFC,0001018164,WILLIS LEASE FINANCE CORP
WLK,0001262823,WESTLAKE CORP
WLKP,0001604665,Westlake Chemical Partners LP
WM,0000823768,WASTE MANAGEMENT INC
WMB,0000107263,"WILLIAMS COMPANIES, INC."
WMK,0000105418,WEIS MARKETS INC
WMS,0001604028,"ADVANCED DRAINAGE SYSTEMS, INC."
WMT,0000104169,Walmart Inc.
WNC,0000879526,WABASH NATIONAL Corp
WNEB,0001157647,"Western New England Bancorp, Inc."
WOR,0000108516,"WORTHINGTON ENTERPRISES, INC."
WPC,0001025378,W. P. Carey Inc.
WPM,0001323404,Wheaton Precious Metals Corp.
WPP,0000806968,WPP plc
WPRT,0001370416,WESTPORT FUEL SYSTEMS INC.
WRB,0000011544,BERKLEY W R CORP
WRLD,0000108385,WORLD ACCEPTANCE CORP
WRN,0001364125,Western Copper & Gold Corp
WSBC,0000203596,WESBANCO INC
WSBF,0001569994,"Waterstone Financial, Inc."
WSFS,0000828944,WSFS FINANCIAL CORP
WSM,0000719955,WILLIAMS SONOMA INC
WSO,0000105016,WATSCO INC
WSR,0001175535,Whitestone REIT
WST,0000105770,WEST PHARMACEUTICAL SERVICES INC
WTBA,0001166928,WEST BANCORPORATION INC
WTFC,0001015328,WINTRUST FINANCIAL CORP
WTI,0001288403,W&T OFFSHORE INC
WTM,0000776867,WHITE MOUNTAINS INSURANCE GROUP LTD
WTS,0000795403,WATTS WATER TECHNOLOGIES INC
WU,0001365135,Western Union CO
WVE,0001631574,Wave Life Sciences Ltd.
WVVI,0000838875,WILLAMETTE VALLEY VINEYARDS INC
WWD,0000108312,"Woodward, Inc."
WWR,0000839470,"WESTWATER RESOURCES, INC."
WY,0000106535,WEYERHAEUSER CO
WYNN,0001174922,WYNN RESORTS LTD
WYY,0001034760,WIDEPOINT CORP
XBIT,0001626878,XBiotech Inc.
XEL,0000072903,XCEL ENERGY INC
XELB,0001083220,"XCel Brands, Inc."
XENE,0001582313,Xenon Pharmaceuticals Inc.
XHR,0001616000,"Xenia Hotels & Resorts, Inc."
XNCR,0001326732,Xencor Inc
XNET,0001510593,Xunlei Ltd
XOM,0002115436,ExxonMobil Holdings Corp
XOMA,0000791908,XOMA Royalty Corp
XPER,0001788999,Xperi Inc.
XPL,0000917225,SOLITARIO RESOURCES CORP.
XPO,0001166003,"XPO, Inc."
XRAY,0000818479,DENTSPLY SIRONA Inc.
XRX,0001770450,Xerox Holdings Corp
XTLB,0001023549,XTL BIOPHARMACEUTICALS LTD
XTNT,0001453593,"Xtant Medical Holdings, Inc."
XXII,0001347858,"22nd Century Group, Inc."
XYL,0001524472,Xylem Inc.
YELP,0001345016,YELP INC
YORW,0000108985,YORK WATER CO
YPF,0000904851,YPF SOCIEDAD ANONIMA
YRD,0001631761,Yiren Digital Ltd.
YUM,0001041061,YUM BRANDS INC
Z,0001617640,"ZILLOW GROUP, INC."
ZBH,0001136869,"ZIMMER BIOMET HOLDINGS, INC."
ZBRA,0000877212,ZEBRA TECHNOLOGIES CORP
ZG,0001617640,"ZILLOW GROUP, INC."
ZION,0000109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/"
ZTS,0001555280,Zoetis Inc.
ZUMZ,0001318008,Zumiez Inc
